State,District,Caste_Category,Religion,Literacy_Rate,Avg_Income_INR,Gender_Ratio,Occupation,Population
Tamil Nadu,Chennai,SC,Hindu,64.35,23877,0.92,Agriculture,7008
Tamil Nadu,Chennai,SC,Hindu,61.21,27508,1.02,Daily Wage,13060
Rajasthan,Udaipur,ST,Hindu,78.69,23685,0.78,Agriculture,9066
Rajasthan,Udaipur,OBC,Hindu,49.98,32742,0.88,Unemployed,5199
Maharashtra,Pune,SC,Hindu,62.08,36988,0.79,Business,12525
Bihar,Bhagalpur,OBC,Hindu,51.85,39438,0.96,Unemployed,8234
Uttar Pradesh,Lucknow,General,Hindu,65.74,20142,1.0,Business,4338
Tamil Nadu,Coimbatore,General,Hindu,82.72,49169,0.87,Business,5830
Tamil Nadu,Chennai,ST,Muslim,60.45,14508,1.06,Agriculture,2012
Maharashtra,Nagpur,General,Muslim,70.82,18477,0.92,Business,12460
Bihar,Bhagalpur,OBC,Hindu,74.63,30004,0.92,Business,6070
Rajasthan,Jaipur,ST,Hindu,47.76,43498,0.89,Service,10315
Tamil Nadu,Madurai,SC,Hindu,38.44,29431,1.05,Unemployed,2659
Maharashtra,Pune,OBC,Hindu,66.13,61069,0.99,Unemployed,5694
Bihar,Patna,OBC,Hindu,73.39,33074,0.94,Unemployed,9096
Maharashtra,Mumbai,OBC,Sikh,67.37,30465,1.0,Agriculture,12357
Rajasthan,Udaipur,General,Hindu,60.64,28861,0.84,Daily Wage,9764
Bihar,Bhagalpur,General,Hindu,90.46,52955,0.98,Service,4653
Maharashtra,Nagpur,OBC,Hindu,59.42,44350,0.94,Daily Wage,6112
Rajasthan,Jaipur,ST,Muslim,62.14,20350,0.97,Business,3486
Maharashtra,Nagpur,OBC,Hindu,65.76,23515,1.02,Unemployed,9685
Maharashtra,Mumbai,SC,Hindu,44.62,43471,1.02,Business,2511
Uttar Pradesh,Kanpur,ST,Hindu,51.2,22695,0.93,Daily Wage,8031
Uttar Pradesh,Kanpur,OBC,Hindu,72.82,32707,0.99,Service,11481
Bihar,Bhagalpur,OBC,Hindu,87.63,27384,0.78,Daily Wage,3235
Bihar,Gaya,OBC,Hindu,78.26,60249,0.99,Service,4205
Uttar Pradesh,Kanpur,General,Hindu,59.12,43141,0.84,Daily Wage,5314
Rajasthan,Jaipur,General,Hindu,76.43,24730,0.92,Agriculture,12974
Rajasthan,Ajmer,SC,Hindu,49.96,36902,0.91,Service,13091
Tamil Nadu,Chennai,OBC,Muslim,71.77,35335,0.85,Agriculture,7318
Maharashtra,Mumbai,SC,Hindu,66.27,34268,0.85,Agriculture,9752
Uttar Pradesh,Kanpur,General,Hindu,92.41,52146,0.93,Unemployed,10271
Uttar Pradesh,Lucknow,General,Sikh,84.15,72627,0.94,Unemployed,1706
Maharashtra,Nagpur,OBC,Christian,73.47,20179,0.94,Agriculture,8704
Bihar,Bhagalpur,OBC,Hindu,68.01,37772,0.98,Daily Wage,3616
Tamil Nadu,Madurai,SC,Hindu,65.6,38564,0.83,Service,5353
Maharashtra,Mumbai,General,Sikh,60.62,36803,0.92,Business,5458
Uttar Pradesh,Varanasi,SC,Hindu,70.51,17555,0.91,Agriculture,875
Rajasthan,Udaipur,OBC,Hindu,79.53,30501,1.0,Agriculture,10347
Maharashtra,Pune,General,Hindu,68.6,48851,0.93,Unemployed,13215
Bihar,Patna,OBC,Hindu,76.67,11824,0.91,Business,1844
Rajasthan,Ajmer,OBC,Muslim,72.97,43005,1.1,Service,4988
Tamil Nadu,Chennai,OBC,Hindu,66.09,57192,0.88,Service,6785
Tamil Nadu,Coimbatore,ST,Hindu,73.29,47262,0.86,Agriculture,13942
Uttar Pradesh,Kanpur,OBC,Hindu,73.07,34231,1.01,Service,9920
Tamil Nadu,Chennai,OBC,Hindu,67.77,30391,1.09,Daily Wage,805
Bihar,Gaya,OBC,Hindu,69.01,47396,0.93,Daily Wage,13468
Rajasthan,Ajmer,OBC,Hindu,86.67,24824,0.89,Business,11003
Maharashtra,Pune,General,Hindu,85.25,38325,1.11,Business,12786
Bihar,Patna,OBC,Christian,78.92,32680,0.77,Daily Wage,12341
Tamil Nadu,Coimbatore,General,Hindu,69.81,46524,1.07,Service,4121
Tamil Nadu,Coimbatore,General,Hindu,85.88,34725,1.03,Agriculture,14371
Maharashtra,Nagpur,General,Hindu,77.65,61101,1.0,Unemployed,13225
Tamil Nadu,Coimbatore,OBC,Muslim,50.58,32668,0.83,Daily Wage,13354
Rajasthan,Udaipur,OBC,Hindu,67.97,49700,0.98,Service,13950
Rajasthan,Ajmer,General,Muslim,81.48,50126,0.82,Agriculture,3769
Rajasthan,Ajmer,General,Hindu,44.79,47232,0.93,Unemployed,8829
Bihar,Bhagalpur,SC,Muslim,50.23,10000,0.88,Service,8391
Rajasthan,Jaipur,SC,Hindu,58.06,44988,0.97,Agriculture,8341
Bihar,Gaya,SC,Hindu,76.08,19465,1.04,Business,1349
Tamil Nadu,Chennai,SC,Christian,60.47,45420,0.91,Daily Wage,12983
Bihar,Gaya,OBC,Christian,80.72,39428,0.88,Unemployed,2410
Uttar Pradesh,Varanasi,SC,Christian,59.88,31406,1.0,Service,10770
Uttar Pradesh,Kanpur,OBC,Muslim,58.2,34559,0.99,Unemployed,9437
Bihar,Patna,SC,Hindu,60.33,55204,1.03,Business,11186
Rajasthan,Ajmer,General,Hindu,69.93,48250,0.98,Daily Wage,10487
Maharashtra,Mumbai,ST,Muslim,64.03,10000,0.92,Agriculture,1188
Rajasthan,Udaipur,OBC,Muslim,55.16,54174,0.94,Business,7830
Rajasthan,Ajmer,General,Hindu,68.07,58451,0.99,Agriculture,11990
Bihar,Patna,SC,Hindu,48.71,33936,0.92,Unemployed,11330
Rajasthan,Udaipur,OBC,Hindu,52.55,24645,0.93,Service,9403
Rajasthan,Ajmer,SC,Muslim,58.85,12766,1.07,Daily Wage,9665
Uttar Pradesh,Varanasi,General,Hindu,68.98,45563,0.99,Agriculture,9455
Bihar,Patna,General,Hindu,62.12,51845,0.91,Daily Wage,14546
Rajasthan,Jaipur,SC,Muslim,51.03,43601,1.1,Service,11891
Tamil Nadu,Coimbatore,ST,Christian,67.25,48844,0.9,Daily Wage,2261
Tamil Nadu,Coimbatore,OBC,Hindu,54.02,57352,1.16,Service,7745
Bihar,Gaya,OBC,Hindu,85.43,29963,0.83,Business,4432
Rajasthan,Ajmer,OBC,Muslim,59.34,10000,0.94,Daily Wage,7383
Uttar Pradesh,Varanasi,SC,Hindu,76.06,32875,0.98,Daily Wage,3245
Rajasthan,Jaipur,OBC,Hindu,83.76,28938,1.15,Unemployed,11431
Bihar,Patna,General,Hindu,89.92,43033,0.89,Unemployed,6746
Bihar,Bhagalpur,OBC,Hindu,76.97,29787,0.83,Agriculture,13281
Tamil Nadu,Coimbatore,ST,Christian,72.81,53246,0.97,Unemployed,11247
Rajasthan,Ajmer,SC,Hindu,47.37,16557,0.96,Agriculture,5442
Bihar,Patna,General,Hindu,65.0,39883,1.05,Daily Wage,9996
Uttar Pradesh,Kanpur,SC,Hindu,67.33,55672,0.85,Daily Wage,13161
Uttar Pradesh,Lucknow,OBC,Hindu,66.57,46384,0.99,Unemployed,8156
Tamil Nadu,Madurai,ST,Christian,75.32,41308,1.13,Agriculture,5346
Tamil Nadu,Madurai,General,Muslim,75.4,60932,0.92,Daily Wage,11905
Maharashtra,Pune,General,Hindu,70.14,58664,1.11,Unemployed,3296
Bihar,Bhagalpur,OBC,Hindu,77.29,33752,1.09,Agriculture,14351
Tamil Nadu,Chennai,ST,Hindu,38.08,13666,1.02,Business,9047
Rajasthan,Jaipur,SC,Muslim,60.14,44082,0.96,Unemployed,11428
Rajasthan,Udaipur,SC,Muslim,65.71,22783,1.01,Daily Wage,9786
Rajasthan,Ajmer,General,Sikh,79.94,63308,1.15,Business,7721
Uttar Pradesh,Varanasi,General,Muslim,72.44,49108,0.8,Daily Wage,8685
Bihar,Bhagalpur,OBC,Muslim,64.69,32103,1.06,Business,9433
Rajasthan,Ajmer,SC,Muslim,53.89,46945,0.95,Unemployed,12375
Bihar,Patna,SC,Hindu,58.23,38733,0.91,Service,12674
Bihar,Gaya,General,Hindu,65.71,19428,0.93,Business,8743
Rajasthan,Jaipur,ST,Hindu,55.2,27260,0.99,Agriculture,10343
Uttar Pradesh,Kanpur,OBC,Hindu,76.59,38482,1.05,Business,14378
Maharashtra,Nagpur,General,Hindu,75.76,40574,0.9,Daily Wage,11684
Tamil Nadu,Madurai,General,Hindu,73.13,53606,1.09,Daily Wage,8613
Tamil Nadu,Madurai,General,Hindu,81.91,36877,0.94,Business,8926
Uttar Pradesh,Lucknow,OBC,Hindu,76.71,51019,1.04,Agriculture,14334
Bihar,Patna,SC,Hindu,59.36,16189,0.85,Daily Wage,12797
Rajasthan,Udaipur,General,Hindu,72.73,50133,0.84,Agriculture,608
Bihar,Bhagalpur,ST,Hindu,60.45,44468,0.83,Business,9642
Rajasthan,Jaipur,OBC,Hindu,81.05,29337,1.08,Business,4633
Maharashtra,Nagpur,OBC,Hindu,64.67,19600,0.9,Agriculture,13395
Tamil Nadu,Coimbatore,OBC,Muslim,69.05,29172,0.93,Service,5553
Uttar Pradesh,Varanasi,General,Hindu,73.34,42432,0.94,Unemployed,9538
Tamil Nadu,Madurai,OBC,Muslim,52.91,40875,0.94,Service,5251
Tamil Nadu,Coimbatore,General,Hindu,86.1,30906,0.77,Business,12878
Uttar Pradesh,Kanpur,OBC,Hindu,76.18,40197,0.85,Business,4894
Tamil Nadu,Madurai,OBC,Muslim,54.7,58060,1.09,Unemployed,14336
Bihar,Bhagalpur,OBC,Hindu,45.13,28126,1.12,Business,854
Bihar,Bhagalpur,General,Hindu,65.24,37640,0.92,Business,4510
Maharashtra,Nagpur,ST,Muslim,48.79,10000,1.06,Business,6841
Bihar,Bhagalpur,SC,Hindu,41.57,38709,1.04,Unemployed,5783
Uttar Pradesh,Lucknow,General,Hindu,55.49,31135,1.07,Daily Wage,8229
Tamil Nadu,Coimbatore,OBC,Hindu,75.33,25740,1.07,Service,10455
Tamil Nadu,Coimbatore,OBC,Hindu,82.07,39035,0.86,Unemployed,11711
Uttar Pradesh,Varanasi,OBC,Hindu,65.87,39295,0.93,Service,4324
Bihar,Bhagalpur,General,Hindu,79.39,22053,0.8,Unemployed,1358
Uttar Pradesh,Varanasi,OBC,Muslim,71.81,27626,0.89,Service,2590
Maharashtra,Nagpur,General,Hindu,52.32,45293,0.94,Agriculture,8764
Maharashtra,Pune,OBC,Hindu,76.53,36033,0.94,Unemployed,11732
Bihar,Patna,General,Muslim,81.77,25312,1.0,Unemployed,3021
Maharashtra,Pune,SC,Hindu,43.29,22424,0.83,Daily Wage,2275
Maharashtra,Pune,OBC,Hindu,77.82,34018,0.95,Service,2051
Bihar,Bhagalpur,OBC,Hindu,58.93,30504,0.87,Business,2911
Rajasthan,Udaipur,SC,Hindu,63.83,20133,1.08,Unemployed,2031
Bihar,Bhagalpur,General,Hindu,53.24,32902,1.12,Agriculture,14219
Tamil Nadu,Madurai,ST,Hindu,55.65,15276,0.97,Business,2566
Rajasthan,Ajmer,OBC,Sikh,65.25,22461,0.84,Service,2233
Tamil Nadu,Coimbatore,General,Hindu,97.68,41226,0.76,Unemployed,3031
Rajasthan,Ajmer,General,Christian,84.94,54166,0.87,Service,1193
Rajasthan,Udaipur,General,Christian,60.67,55102,0.93,Daily Wage,4987
Uttar Pradesh,Lucknow,General,Hindu,50.74,71808,0.91,Unemployed,2172
Tamil Nadu,Coimbatore,SC,Hindu,74.96,54176,0.85,Business,12148
Bihar,Gaya,OBC,Hindu,80.33,25228,0.76,Agriculture,6867
Bihar,Bhagalpur,OBC,Hindu,65.75,40964,0.9,Service,13909
Rajasthan,Ajmer,General,Hindu,66.93,62153,0.96,Unemployed,4520
Maharashtra,Nagpur,General,Hindu,61.57,55530,0.97,Service,12779
Maharashtra,Pune,SC,Hindu,34.78,41425,0.99,Agriculture,6566
Bihar,Gaya,OBC,Hindu,70.2,48375,0.88,Business,5815
Rajasthan,Ajmer,General,Muslim,73.36,21495,0.99,Service,7204
Uttar Pradesh,Kanpur,General,Hindu,89.53,30077,0.87,Business,9825
Tamil Nadu,Coimbatore,OBC,Hindu,62.9,36949,0.84,Service,2479
Tamil Nadu,Madurai,OBC,Hindu,74.21,47702,1.0,Daily Wage,5646
Maharashtra,Mumbai,General,Muslim,52.32,59927,1.04,Service,7900
Uttar Pradesh,Lucknow,OBC,Hindu,78.3,40592,0.97,Unemployed,4465
Tamil Nadu,Madurai,General,Christian,80.32,73852,0.85,Unemployed,7069
Uttar Pradesh,Kanpur,SC,Hindu,70.78,33706,0.94,Unemployed,2135
Maharashtra,Pune,General,Hindu,54.63,40728,0.85,Agriculture,5666
Uttar Pradesh,Lucknow,SC,Muslim,55.36,18527,0.91,Daily Wage,7823
Uttar Pradesh,Kanpur,SC,Hindu,55.94,36451,0.79,Unemployed,2596
Uttar Pradesh,Lucknow,General,Hindu,55.54,50428,0.87,Agriculture,8741
Maharashtra,Nagpur,General,Muslim,80.75,48379,1.01,Agriculture,3213
Rajasthan,Jaipur,OBC,Hindu,84.11,30354,0.89,Agriculture,10941
Tamil Nadu,Coimbatore,SC,Muslim,68.72,42642,0.93,Service,8518
Tamil Nadu,Madurai,SC,Hindu,73.91,31816,0.95,Service,3804
Uttar Pradesh,Kanpur,General,Muslim,70.21,30981,0.96,Business,4068
Rajasthan,Ajmer,OBC,Hindu,83.97,41674,0.95,Unemployed,12507
Maharashtra,Pune,OBC,Hindu,68.38,39963,1.02,Business,10679
Uttar Pradesh,Lucknow,SC,Hindu,66.09,30022,0.98,Unemployed,13618
Uttar Pradesh,Kanpur,SC,Christian,64.8,19892,0.97,Daily Wage,8053
Maharashtra,Pune,General,Hindu,48.39,52238,1.02,Service,4977
Uttar Pradesh,Lucknow,General,Hindu,77.48,39074,0.98,Unemployed,12841
Bihar,Bhagalpur,OBC,Hindu,84.24,56206,0.95,Service,1614
Uttar Pradesh,Varanasi,SC,Hindu,61.39,51663,0.8,Agriculture,12734
Rajasthan,Jaipur,OBC,Hindu,66.77,55033,1.05,Daily Wage,7408
Bihar,Patna,OBC,Hindu,73.69,12412,0.95,Daily Wage,7971
Tamil Nadu,Chennai,General,Hindu,64.1,49965,0.87,Daily Wage,2067
Bihar,Patna,OBC,Hindu,59.74,10000,1.07,Business,10611
Bihar,Patna,SC,Hindu,56.0,37357,0.95,Business,2786
Tamil Nadu,Chennai,General,Hindu,59.33,26114,0.85,Business,11490
Bihar,Bhagalpur,SC,Hindu,52.77,40499,0.87,Unemployed,6464
Maharashtra,Nagpur,General,Hindu,87.46,60407,1.03,Service,3787
Uttar Pradesh,Lucknow,SC,Hindu,58.8,57714,0.93,Agriculture,5834
Rajasthan,Udaipur,OBC,Hindu,69.69,37549,1.02,Service,14743
Bihar,Gaya,SC,Hindu,66.37,27873,0.9,Unemployed,2263
Bihar,Bhagalpur,OBC,Hindu,76.4,45728,0.91,Service,4903
Uttar Pradesh,Varanasi,OBC,Muslim,54.13,31890,1.01,Unemployed,3175
Tamil Nadu,Chennai,SC,Hindu,78.05,17030,0.91,Unemployed,7459
Rajasthan,Jaipur,General,Christian,66.11,65337,0.95,Agriculture,4291
Uttar Pradesh,Kanpur,OBC,Hindu,60.93,43380,0.91,Business,4646
Tamil Nadu,Madurai,OBC,Muslim,57.76,21608,1.12,Business,14365
Maharashtra,Pune,General,Hindu,73.84,46616,0.93,Daily Wage,5365
Maharashtra,Mumbai,ST,Christian,62.92,39203,0.98,Daily Wage,1304
Maharashtra,Mumbai,ST,Hindu,61.15,48031,0.95,Service,9569
Maharashtra,Nagpur,ST,Hindu,50.22,25813,0.75,Daily Wage,11012
Rajasthan,Jaipur,SC,Hindu,80.27,47941,0.87,Agriculture,14505
Rajasthan,Udaipur,General,Hindu,67.18,35446,1.1,Unemployed,4724
Uttar Pradesh,Lucknow,ST,Hindu,45.8,36717,0.94,Service,10943
Rajasthan,Ajmer,General,Hindu,78.27,43439,0.77,Agriculture,7232
Bihar,Patna,OBC,Muslim,67.49,20417,0.96,Unemployed,5277
Maharashtra,Nagpur,SC,Hindu,74.34,10000,0.87,Agriculture,5199
Bihar,Patna,ST,Hindu,54.47,29275,1.02,Daily Wage,4193
Maharashtra,Mumbai,SC,Muslim,58.26,41237,0.89,Unemployed,1061
Uttar Pradesh,Varanasi,SC,Hindu,62.3,46666,0.88,Service,4351
Rajasthan,Jaipur,OBC,Hindu,77.81,35785,1.05,Unemployed,7021
Maharashtra,Nagpur,OBC,Hindu,67.99,40718,0.95,Daily Wage,12025
Rajasthan,Jaipur,General,Sikh,69.04,48883,1.0,Service,12325
Bihar,Gaya,OBC,Hindu,57.5,56504,0.76,Daily Wage,4676
Tamil Nadu,Madurai,General,Muslim,63.15,43585,0.99,Service,12060
Tamil Nadu,Coimbatore,SC,Hindu,75.76,10000,0.9,Business,1323
Uttar Pradesh,Lucknow,General,Muslim,48.73,45474,0.98,Daily Wage,2052
Maharashtra,Pune,OBC,Hindu,85.91,36809,1.05,Service,14700
Uttar Pradesh,Kanpur,SC,Hindu,65.84,28471,0.81,Service,3056
Maharashtra,Pune,OBC,Hindu,72.75,12618,1.08,Agriculture,7516
Tamil Nadu,Coimbatore,General,Hindu,68.38,62927,0.9,Agriculture,10601
Uttar Pradesh,Varanasi,ST,Christian,62.69,38140,0.95,Business,7931
Maharashtra,Pune,OBC,Hindu,65.67,40886,0.86,Service,4876
Bihar,Bhagalpur,General,Hindu,57.91,63642,1.02,Agriculture,3405
Bihar,Bhagalpur,SC,Hindu,60.66,59977,0.92,Unemployed,2045
Maharashtra,Nagpur,General,Hindu,83.23,47633,0.85,Unemployed,1591
Tamil Nadu,Madurai,OBC,Hindu,88.48,49860,0.94,Daily Wage,8076
Bihar,Gaya,SC,Hindu,67.27,28944,1.03,Service,6839
Maharashtra,Pune,SC,Hindu,36.09,19702,1.05,Unemployed,4014
Bihar,Gaya,ST,Hindu,57.5,38113,0.82,Service,10232
Tamil Nadu,Madurai,General,Hindu,88.48,62857,0.93,Unemployed,8924
Uttar Pradesh,Lucknow,General,Hindu,65.95,60444,1.15,Agriculture,7779
Maharashtra,Mumbai,General,Hindu,79.54,77577,0.86,Service,9018
Bihar,Patna,ST,Hindu,51.81,17165,0.99,Daily Wage,2614
Rajasthan,Udaipur,OBC,Hindu,71.76,32720,1.03,Daily Wage,1662
Bihar,Bhagalpur,General,Hindu,82.32,22115,0.89,Daily Wage,6627
Uttar Pradesh,Kanpur,ST,Hindu,68.2,27983,0.87,Service,6281
Uttar Pradesh,Lucknow,OBC,Christian,80.19,15657,0.92,Agriculture,11251
Tamil Nadu,Chennai,General,Hindu,73.29,36392,1.03,Unemployed,6325
Bihar,Bhagalpur,OBC,Muslim,64.31,56129,0.94,Service,1183
Bihar,Bhagalpur,General,Hindu,76.71,56190,0.89,Business,13920
Rajasthan,Jaipur,SC,Hindu,39.47,40411,0.96,Daily Wage,5882
Maharashtra,Pune,SC,Hindu,65.56,31602,0.91,Service,3550
Maharashtra,Pune,OBC,Hindu,90.08,12914,1.02,Business,2781
Bihar,Patna,General,Hindu,64.25,39963,0.92,Business,7277
Maharashtra,Mumbai,General,Hindu,61.97,53568,1.09,Service,8948
Tamil Nadu,Chennai,SC,Hindu,64.7,36550,0.85,Service,12262
Bihar,Bhagalpur,OBC,Hindu,75.17,67345,0.91,Service,4841
Bihar,Gaya,General,Hindu,66.24,36583,0.9,Business,13011
Maharashtra,Nagpur,OBC,Christian,42.55,41075,0.87,Agriculture,11705
Maharashtra,Nagpur,SC,Hindu,43.9,46297,0.84,Unemployed,10972
Tamil Nadu,Madurai,SC,Hindu,56.61,56996,0.81,Agriculture,11459
Rajasthan,Jaipur,General,Hindu,54.67,49039,1.06,Agriculture,10655
Uttar Pradesh,Varanasi,OBC,Muslim,54.26,41115,1.01,Agriculture,10905
Maharashtra,Nagpur,SC,Hindu,39.41,46977,1.04,Unemployed,12172
Maharashtra,Nagpur,OBC,Hindu,66.88,53785,1.06,Agriculture,2922
Maharashtra,Nagpur,OBC,Hindu,71.03,28228,0.85,Daily Wage,5466
Maharashtra,Pune,OBC,Christian,69.62,43546,0.92,Daily Wage,1725
Maharashtra,Pune,SC,Hindu,38.02,54030,0.97,Business,8883
Tamil Nadu,Coimbatore,ST,Hindu,56.2,47857,1.1,Unemployed,3203
Maharashtra,Mumbai,OBC,Hindu,41.98,41513,0.81,Service,7482
Maharashtra,Pune,SC,Christian,64.99,36918,1.01,Unemployed,2626
Maharashtra,Mumbai,General,Hindu,65.01,16901,0.9,Service,13759
Maharashtra,Mumbai,ST,Hindu,64.07,50230,0.83,Service,1557
Tamil Nadu,Madurai,General,Hindu,80.27,35281,0.99,Business,11561
Bihar,Patna,ST,Hindu,54.9,37732,1.04,Daily Wage,11461
Uttar Pradesh,Lucknow,OBC,Christian,57.73,24801,0.97,Daily Wage,7486
Maharashtra,Pune,General,Muslim,94.02,32052,1.15,Agriculture,8137
Uttar Pradesh,Kanpur,OBC,Muslim,90.04,33540,0.92,Business,3383
Bihar,Bhagalpur,ST,Hindu,53.08,33976,0.81,Unemployed,508
Bihar,Gaya,OBC,Hindu,69.24,57453,0.89,Service,3328
Rajasthan,Ajmer,General,Muslim,67.59,19482,0.99,Agriculture,10399
Bihar,Gaya,General,Hindu,72.64,45955,0.93,Agriculture,13458
Bihar,Patna,General,Muslim,67.07,52528,0.95,Daily Wage,1328
Uttar Pradesh,Lucknow,ST,Muslim,63.15,38224,1.06,Business,3638
Bihar,Patna,SC,Hindu,66.77,37892,1.1,Agriculture,7044
Tamil Nadu,Chennai,OBC,Hindu,74.2,54574,1.01,Daily Wage,10556
Maharashtra,Nagpur,OBC,Hindu,51.58,54572,0.96,Business,14735
Bihar,Gaya,SC,Christian,59.48,39220,0.92,Unemployed,11122
Uttar Pradesh,Varanasi,ST,Hindu,62.27,26121,1.08,Agriculture,4811
Uttar Pradesh,Kanpur,OBC,Hindu,68.86,29261,0.86,Service,12041
Bihar,Bhagalpur,SC,Hindu,62.69,37806,0.99,Daily Wage,2230
Tamil Nadu,Madurai,OBC,Hindu,59.73,10982,1.01,Business,5761
Maharashtra,Nagpur,General,Hindu,84.85,29604,1.11,Unemployed,11906
Uttar Pradesh,Lucknow,ST,Hindu,62.84,34894,0.91,Business,14880
Maharashtra,Nagpur,General,Hindu,56.15,59815,0.87,Unemployed,1265
Tamil Nadu,Coimbatore,General,Hindu,62.2,59878,0.76,Agriculture,1957
Rajasthan,Jaipur,OBC,Hindu,54.76,34727,0.98,Business,13521
Maharashtra,Mumbai,OBC,Hindu,74.85,30473,1.2,Agriculture,10360
Uttar Pradesh,Lucknow,OBC,Muslim,67.72,31538,0.87,Daily Wage,14934
Rajasthan,Ajmer,General,Christian,71.24,54224,1.07,Unemployed,3153
Maharashtra,Mumbai,OBC,Hindu,55.11,31310,0.99,Agriculture,14127
Uttar Pradesh,Lucknow,SC,Muslim,65.87,35098,1.0,Business,2871
Rajasthan,Jaipur,SC,Sikh,51.91,58368,1.05,Daily Wage,1272
Uttar Pradesh,Varanasi,OBC,Hindu,56.55,18873,0.85,Service,2630
Uttar Pradesh,Lucknow,SC,Muslim,66.78,15729,0.92,Unemployed,4355
Bihar,Gaya,General,Hindu,74.55,44007,0.98,Unemployed,12373
Bihar,Bhagalpur,General,Christian,59.34,53922,0.89,Unemployed,9573
Maharashtra,Mumbai,SC,Hindu,56.75,38565,0.96,Service,5686
Rajasthan,Udaipur,ST,Hindu,60.24,23740,0.92,Service,13656
Uttar Pradesh,Lucknow,OBC,Hindu,70.02,14373,0.9,Unemployed,8907
Rajasthan,Ajmer,OBC,Hindu,73.88,15838,1.07,Unemployed,9973
Uttar Pradesh,Kanpur,General,Hindu,82.7,26322,1.09,Unemployed,13197
Tamil Nadu,Coimbatore,SC,Hindu,58.56,41277,0.9,Business,4993
Maharashtra,Mumbai,ST,Sikh,69.23,41091,0.87,Service,890
Tamil Nadu,Chennai,OBC,Hindu,58.35,13095,0.97,Agriculture,8938
Tamil Nadu,Chennai,OBC,Hindu,75.72,44764,0.94,Agriculture,6140
Bihar,Bhagalpur,OBC,Muslim,58.43,24768,1.07,Daily Wage,12608
Bihar,Bhagalpur,OBC,Hindu,65.15,37151,0.84,Service,8015
Uttar Pradesh,Varanasi,SC,Hindu,63.37,28134,1.05,Service,2701
Tamil Nadu,Chennai,OBC,Hindu,77.74,27564,0.94,Unemployed,14168
Rajasthan,Jaipur,SC,Hindu,54.49,13708,0.86,Unemployed,1945
Bihar,Patna,General,Hindu,71.98,49878,0.96,Business,1453
Maharashtra,Nagpur,SC,Sikh,56.98,48995,0.96,Business,780
Tamil Nadu,Madurai,General,Sikh,77.03,18393,0.7,Business,14868
Bihar,Gaya,SC,Hindu,62.84,13628,0.93,Service,5455
Uttar Pradesh,Lucknow,ST,Hindu,56.98,58811,0.99,Agriculture,2540
Rajasthan,Ajmer,OBC,Christian,71.66,47554,0.99,Daily Wage,13778
Tamil Nadu,Chennai,OBC,Hindu,65.42,51072,0.84,Agriculture,5664
Rajasthan,Ajmer,General,Hindu,73.23,21786,0.97,Daily Wage,13904
Rajasthan,Ajmer,OBC,Hindu,71.93,60146,0.79,Daily Wage,654
Bihar,Patna,General,Hindu,63.99,57340,0.98,Daily Wage,2938
Maharashtra,Mumbai,OBC,Hindu,71.8,20657,0.89,Daily Wage,8303
Bihar,Bhagalpur,OBC,Hindu,82.45,34227,0.99,Service,14641
Bihar,Gaya,General,Hindu,68.85,27253,1.04,Agriculture,591
Maharashtra,Mumbai,OBC,Hindu,75.03,69584,0.85,Business,6831
Tamil Nadu,Coimbatore,SC,Christian,68.23,15326,0.97,Unemployed,13276
Uttar Pradesh,Lucknow,SC,Hindu,69.77,10000,0.93,Service,5133
Uttar Pradesh,Lucknow,ST,Hindu,54.37,24470,0.99,Service,6274
Tamil Nadu,Madurai,SC,Hindu,71.21,33000,0.97,Daily Wage,4498
Uttar Pradesh,Varanasi,SC,Hindu,61.14,35027,0.84,Daily Wage,5529
Uttar Pradesh,Kanpur,SC,Hindu,71.08,39427,0.99,Service,10343
Uttar Pradesh,Varanasi,SC,Christian,51.93,28111,0.93,Agriculture,8490
Maharashtra,Nagpur,SC,Hindu,44.66,10000,0.89,Service,1172
Rajasthan,Jaipur,ST,Hindu,65.23,25202,0.85,Business,5585
Maharashtra,Mumbai,OBC,Sikh,61.85,28169,0.91,Daily Wage,2641
Tamil Nadu,Coimbatore,SC,Muslim,81.66,50819,1.05,Unemployed,10219
Maharashtra,Mumbai,OBC,Christian,81.69,20017,0.83,Agriculture,3006
Rajasthan,Ajmer,ST,Hindu,48.93,55017,0.9,Daily Wage,8214
Tamil Nadu,Chennai,OBC,Hindu,57.49,28535,0.93,Agriculture,1965
Tamil Nadu,Madurai,SC,Hindu,62.68,38764,0.87,Business,13749
Uttar Pradesh,Lucknow,OBC,Hindu,76.86,25412,0.93,Unemployed,1919
Rajasthan,Ajmer,OBC,Hindu,76.87,25372,0.89,Business,2694
Maharashtra,Pune,OBC,Sikh,75.92,22134,0.91,Daily Wage,1433
Uttar Pradesh,Lucknow,OBC,Hindu,75.56,65811,1.01,Daily Wage,1279
Rajasthan,Ajmer,OBC,Muslim,74.73,42962,0.84,Business,11488
Tamil Nadu,Coimbatore,General,Hindu,71.16,44553,0.98,Business,3526
Maharashtra,Pune,OBC,Hindu,71.17,40695,0.92,Agriculture,3752
Rajasthan,Jaipur,OBC,Hindu,70.59,16582,0.92,Daily Wage,3608
Rajasthan,Ajmer,SC,Hindu,73.91,39782,0.95,Agriculture,1404
Maharashtra,Mumbai,OBC,Hindu,88.96,14587,0.84,Agriculture,580
